Дата;Дата с разбивкой по 30 минут;Прибыль на момент времени;Точка продаж
01.05.2022;2022-05-01 02:00:00.000;17 246;Точка продаж 23
01.05.2022;2022-05-01 02:30:00.000;9 548,5;Точка продаж 23
01.05.2022;2022-05-01 03:00:00.000;3 149,5;Точка продаж 23
01.05.2022;2022-05-01 03:30:00.000;1 542;Точка продаж 23
01.05.2022;2022-05-01 04:00:00.000;1 788,5;Точка продаж 23
01.05.2022;2022-05-01 04:30:00.000;124,5;Точка продаж 23
01.05.2022;2022-05-01 05:00:00.000;3 407;Точка продаж 23
01.05.2022;2022-05-01 05:30:00.000;3 083;Точка продаж 23
01.05.2022;2022-05-01 06:00:00.000;864,5;Точка продаж 23
01.05.2022;2022-05-01 06:30:00.000;4 894;Точка продаж 23
01.05.2022;2022-05-01 07:00:00.000;2 094,5;Точка продаж 23
01.05.2022;2022-05-01 07:30:00.000;4 123,5;Точка продаж 23
01.05.2022;2022-05-01 08:00:00.000;11 573;Точка продаж 23
01.05.2022;2022-05-01 08:30:00.000;1 292;Точка продаж 23
01.05.2022;2022-05-01 09:00:00.000;8 106;Точка продаж 23
01.05.2022;2022-05-01 09:30:00.000;1 701;Точка продаж 23
01.05.2022;2022-05-01 10:00:00.000;3 007,5;Точка продаж 23
01.05.2022;2022-05-01 10:30:00.000;5 678;Точка продаж 23
01.05.2022;2022-05-01 11:00:00.000;19 673,5;Точка продаж 23
01.05.2022;2022-05-01 11:30:00.000;529;Точка продаж 23
01.05.2022;2022-05-01 12:00:00.000;1 514;Точка продаж 23
01.05.2022;2022-05-01 12:30:00.000;9 649;Точка продаж 23
01.05.2022;2022-05-01 13:00:00.000;3 085;Точка продаж 23
01.05.2022;2022-05-01 13:30:00.000;4 865,5;Точка продаж 23
01.05.2022;2022-05-01 14:00:00.000;15 707,5;Точка продаж 23
01.05.2022;2022-05-01 14:30:00.000;16 775,5;Точка продаж 23
01.05.2022;2022-05-01 15:00:00.000;42 001,5;Точка продаж 23
01.05.2022;2022-05-01 15:30:00.000;7 133;Точка продаж 23
01.05.2022;2022-05-01 16:00:00.000;6 791;Точка продаж 23
01.05.2022;2022-05-01 16:30:00.000;4 154,5;Точка продаж 23
01.05.2022;2022-05-01 17:00:00.000;4 413;Точка продаж 23
01.05.2022;2022-05-01 17:30:00.000;33 905,5;Точка продаж 23
01.05.2022;2022-05-01 18:00:00.000;13 656;Точка продаж 23
01.05.2022;2022-05-01 18:30:00.000;4 205;Точка продаж 23
01.05.2022;2022-05-01 19:00:00.000;4 640,5;Точка продаж 23
01.05.2022;2022-05-01 19:30:00.000;6 419,5;Точка продаж 23
01.05.2022;2022-05-01 20:00:00.000;9 399,5;Точка продаж 23
01.05.2022;2022-05-01 20:30:00.000;9 112,5;Точка продаж 23
01.05.2022;2022-05-01 21:00:00.000;1 783,5;Точка продаж 23
01.05.2022;2022-05-01 21:30:00.000;1 811,5;Точка продаж 23
01.05.2022;2022-05-01 22:00:00.000;7 121;Точка продаж 23
01.05.2022;2022-05-01 22:30:00.000;3 103,5;Точка продаж 23
01.05.2022;2022-05-01 23:00:00.000;13 936,5;Точка продаж 23
01.05.2022;2022-05-01 23:30:00.000;1 873;Точка продаж 23
01.05.2022;2022-05-01 00:00:00.000;153,5;Точка продаж 24
01.05.2022;2022-05-01 00:30:00.000;1 305;Точка продаж 24
01.05.2022;2022-05-01 01:30:00.000;642;Точка продаж 24
01.05.2022;2022-05-01 02:00:00.000;1 041,5;Точка продаж 24
01.05.2022;2022-05-01 02:30:00.000;839;Точка продаж 24
01.05.2022;2022-05-01 03:00:00.000;284,5;Точка продаж 24
01.05.2022;2022-05-01 03:30:00.000;87,5;Точка продаж 24
01.05.2022;2022-05-01 04:00:00.000;763;Точка продаж 24
01.05.2022;2022-05-01 04:30:00.000;289;Точка продаж 24
01.05.2022;2022-05-01 05:00:00.000;87,5;Точка продаж 24
01.05.2022;2022-05-01 05:30:00.000;771,5;Точка продаж 24
01.05.2022;2022-05-01 06:00:00.000;887,5;Точка продаж 24
01.05.2022;2022-05-01 06:30:00.000;188;Точка продаж 24
01.05.2022;2022-05-01 07:00:00.000;541;Точка продаж 24
01.05.2022;2022-05-01 07:30:00.000;1 304;Точка продаж 24
01.05.2022;2022-05-01 08:00:00.000;1 223;Точка продаж 24
01.05.2022;2022-05-01 08:30:00.000;1 233;Точка продаж 24
01.05.2022;2022-05-01 09:00:00.000;1 497,5;Точка продаж 24
01.05.2022;2022-05-01 09:30:00.000;1 959,5;Точка продаж 24
01.05.2022;2022-05-01 10:00:00.000;829,5;Точка продаж 24
01.05.2022;2022-05-01 10:30:00.000;1 127;Точка продаж 24
01.05.2022;2022-05-01 11:00:00.000;735;Точка продаж 24
01.05.2022;2022-05-01 11:30:00.000;3 103;Точка продаж 24
01.05.2022;2022-05-01 12:00:00.000;1 239,5;Точка продаж 24
01.05.2022;2022-05-01 12:30:00.000;1 078,5;Точка продаж 24
01.05.2022;2022-05-01 13:00:00.000;1 585;Точка продаж 24
01.05.2022;2022-05-01 13:30:00.000;1 084;Точка продаж 24
01.05.2022;2022-05-01 14:00:00.000;990,5;Точка продаж 24
01.05.2022;2022-05-01 14:30:00.000;1 018,5;Точка продаж 24
01.05.2022;2022-05-01 15:00:00.000;2 422;Точка продаж 24
01.05.2022;2022-05-01 15:30:00.000;1 440;Точка продаж 24
01.05.2022;2022-05-01 16:00:00.000;2 610,5;Точка продаж 24
01.05.2022;2022-05-01 16:30:00.000;337;Точка продаж 24
01.05.2022;2022-05-01 17:00:00.000;2 520;Точка продаж 24
01.05.2022;2022-05-01 17:30:00.000;1 043,5;Точка продаж 24
01.05.2022;2022-05-01 18:00:00.000;761;Точка продаж 24
01.05.2022;2022-05-01 18:30:00.000;1 960,5;Точка продаж 24
01.05.2022;2022-05-01 19:00:00.000;903;Точка продаж 24
01.05.2022;2022-05-01 19:30:00.000;2 202;Точка продаж 24
01.05.2022;2022-05-01 20:00:00.000;660,5;Точка продаж 24
01.05.2022;2022-05-01 21:00:00.000;517,5;Точка продаж 24
01.05.2022;2022-05-01 21:30:00.000;733,5;Точка продаж 24
01.05.2022;2022-05-01 22:00:00.000;94;Точка продаж 24
01.05.2022;2022-05-01 22:30:00.000;569;Точка продаж 24
01.05.2022;2022-05-01 23:00:00.000;558,5;Точка продаж 24
01.05.2022;2022-05-01 23:30:00.000;1 137,5;Точка продаж 24
01.05.2022;2022-05-01 00:00:00.000;2 602,5;Точка продаж 25
01.05.2022;2022-05-01 00:30:00.000;682,5;Точка продаж 25
01.05.2022;2022-05-01 01:00:00.000;1 800;Точка продаж 25
01.05.2022;2022-05-01 02:00:00.000;400;Точка продаж 25
01.05.2022;2022-05-01 02:30:00.000;150;Точка продаж 25
01.05.2022;2022-05-01 03:30:00.000;370;Точка продаж 25
01.05.2022;2022-05-01 04:00:00.000;907,5;Точка продаж 25
01.05.2022;2022-05-01 04:30:00.000;3 050;Точка продаж 25
01.05.2022;2022-05-01 05:00:00.000;3 100;Точка продаж 25
01.05.2022;2022-05-01 05:30:00.000;5 635;Точка продаж 25
01.05.2022;2022-05-01 06:00:00.000;3 410;Точка продаж 25
01.05.2022;2022-05-01 06:30:00.000;5 387,5;Точка продаж 25
01.05.2022;2022-05-01 07:00:00.000;5 320;Точка продаж 25
01.05.2022;2022-05-01 07:30:00.000;8 275;Точка продаж 25
01.05.2022;2022-05-01 08:00:00.000;6 745;Точка продаж 25
01.05.2022;2022-05-01 08:30:00.000;3 055;Точка продаж 25
01.05.2022;2022-05-01 09:00:00.000;710;Точка продаж 25
01.05.2022;2022-05-01 09:30:00.000;1 402,5;Точка продаж 25
01.05.2022;2022-05-01 10:00:00.000;1 855;Точка продаж 25
01.05.2022;2022-05-01 10:30:00.000;150;Точка продаж 25
01.05.2022;2022-05-01 11:00:00.000;6 660;Точка продаж 25
01.05.2022;2022-05-01 11:30:00.000;2 305;Точка продаж 25
01.05.2022;2022-05-01 12:00:00.000;2 650;Точка продаж 25
01.05.2022;2022-05-01 12:30:00.000;1 650;Точка продаж 25
01.05.2022;2022-05-01 13:00:00.000;820;Точка продаж 25
01.05.2022;2022-05-01 13:30:00.000;1 165;Точка продаж 25
01.05.2022;2022-05-01 14:00:00.000;4 572,5;Точка продаж 25
01.05.2022;2022-05-01 14:30:00.000;1 357,5;Точка продаж 25
01.05.2022;2022-05-01 15:00:00.000;1 900;Точка продаж 25
01.05.2022;2022-05-01 15:30:00.000;3 265;Точка продаж 25
01.05.2022;2022-05-01 16:00:00.000;11 660;Точка продаж 25
01.05.2022;2022-05-01 16:30:00.000;9 392,5;Точка продаж 25
01.05.2022;2022-05-01 17:00:00.000;8 360;Точка продаж 25
01.05.2022;2022-05-01 17:30:00.000;10 945;Точка продаж 25
01.05.2022;2022-05-01 18:00:00.000;9 955;Точка продаж 25
01.05.2022;2022-05-01 18:30:00.000;4 155;Точка продаж 25
01.05.2022;2022-05-01 19:00:00.000;6 400;Точка продаж 25
01.05.2022;2022-05-01 19:30:00.000;5 145;Точка продаж 25
01.05.2022;2022-05-01 20:00:00.000;10 485;Точка продаж 25
01.05.2022;2022-05-01 20:30:00.000;4 845;Точка продаж 25
01.05.2022;2022-05-01 21:00:00.000;5 235;Точка продаж 25
01.05.2022;2022-05-01 21:30:00.000;3 695;Точка продаж 25
01.05.2022;2022-05-01 22:00:00.000;4 395;Точка продаж 25
01.05.2022;2022-05-01 22:30:00.000;1 995;Точка продаж 25
01.05.2022;2022-05-01 23:00:00.000;1 750;Точка продаж 25
01.05.2022;2022-05-01 23:30:00.000;4 740;Точка продаж 25
01.05.2022;2022-05-01 10:30:00.000;150;Точка продаж 26
01.05.2022;2022-05-01 12:00:00.000;300;Точка продаж 26
01.05.2022;2022-05-01 12:30:00.000;600;Точка продаж 26
01.05.2022;2022-05-01 13:00:00.000;1 070;Точка продаж 26
01.05.2022;2022-05-01 13:30:00.000;550;Точка продаж 26
01.05.2022;2022-05-01 14:00:00.000;1 925;Точка продаж 26
01.05.2022;2022-05-01 14:30:00.000;150;Точка продаж 26
01.05.2022;2022-05-01 15:00:00.000;1 225;Точка продаж 26
01.05.2022;2022-05-01 16:00:00.000;250;Точка продаж 26
01.05.2022;2022-05-01 17:30:00.000;1 945;Точка продаж 26
01.05.2022;2022-05-01 18:00:00.000;485;Точка продаж 26
01.05.2022;2022-05-01 18:30:00.000;250;Точка продаж 26
01.05.2022;2022-05-01 19:00:00.000;375;Точка продаж 26
01.05.2022;2022-05-01 19:30:00.000;150;Точка продаж 26
01.05.2022;2022-05-01 20:30:00.000;475;Точка продаж 26
01.05.2022;2022-05-01 21:00:00.000;5 400;Точка продаж 26
01.05.2022;2022-05-01 22:00:00.000;1 000;Точка продаж 26
01.05.2022;2022-05-01 22:30:00.000;1 225;Точка продаж 26
01.05.2022;2022-05-01 00:30:00.000;3 155;Точка продаж 27
01.05.2022;2022-05-01 01:00:00.000;830;Точка продаж 27
01.05.2022;2022-05-01 01:30:00.000;1 365;Точка продаж 27
01.05.2022;2022-05-01 02:00:00.000;147,5;Точка продаж 27
01.05.2022;2022-05-01 02:30:00.000;192,5;Точка продаж 27
01.05.2022;2022-05-01 04:30:00.000;433,5;Точка продаж 27
01.05.2022;2022-05-01 05:00:00.000;292,5;Точка продаж 27
01.05.2022;2022-05-01 05:30:00.000;185;Точка продаж 27
01.05.2022;2022-05-01 06:00:00.000;420;Точка продаж 27
01.05.2022;2022-05-01 07:30:00.000;541;Точка продаж 27
01.05.2022;2022-05-01 08:30:00.000;850;Точка продаж 27
01.05.2022;2022-05-01 09:00:00.000;247,5;Точка продаж 27
01.05.2022;2022-05-01 09:30:00.000;1 254,5;Точка продаж 27
01.05.2022;2022-05-01 10:00:00.000;380;Точка продаж 27
01.05.2022;2022-05-01 10:30:00.000;725;Точка продаж 27
01.05.2022;2022-05-01 11:30:00.000;792,5;Точка продаж 27
01.05.2022;2022-05-01 12:00:00.000;1 562,5;Точка продаж 27
01.05.2022;2022-05-01 12:30:00.000;747,5;Точка продаж 27
01.05.2022;2022-05-01 13:00:00.000;1 387,5;Точка продаж 27
01.05.2022;2022-05-01 13:30:00.000;672,5;Точка продаж 27
01.05.2022;2022-05-01 14:00:00.000;1 000;Точка продаж 27
01.05.2022;2022-05-01 14:30:00.000;1 775;Точка продаж 27
01.05.2022;2022-05-01 15:00:00.000;1 695;Точка продаж 27
01.05.2022;2022-05-01 15:30:00.000;1 337,5;Точка продаж 27
01.05.2022;2022-05-01 16:00:00.000;37,5;Точка продаж 27
01.05.2022;2022-05-01 16:30:00.000;900;Точка продаж 27
01.05.2022;2022-05-01 17:00:00.000;92,5;Точка продаж 27
01.05.2022;2022-05-01 17:30:00.000;837,5;Точка продаж 27
01.05.2022;2022-05-01 19:00:00.000;905,5;Точка продаж 27
01.05.2022;2022-05-01 19:30:00.000;2 755;Точка продаж 27
01.05.2022;2022-05-01 20:00:00.000;2 017,5;Точка продаж 27
01.05.2022;2022-05-01 20:30:00.000;395;Точка продаж 27
01.05.2022;2022-05-01 21:00:00.000;232,5;Точка продаж 27
01.05.2022;2022-05-01 21:30:00.000;295;Точка продаж 27
01.05.2022;2022-05-01 22:30:00.000;295;Точка продаж 27
01.05.2022;2022-05-01 23:00:00.000;380;Точка продаж 27
01.05.2022;2022-05-01 23:30:00.000;147,5;Точка продаж 27
01.05.2022;2022-05-01 00:00:00.000;1 963,5;Точка продаж 28
01.05.2022;2022-05-01 00:30:00.000;5 046,5;Точка продаж 28
01.05.2022;2022-05-01 01:00:00.000;9 824,5;Точка продаж 28
01.05.2022;2022-05-01 01:30:00.000;10 527,5;Точка продаж 28
01.05.2022;2022-05-01 02:00:00.000;5 645;Точка продаж 28
01.05.2022;2022-05-01 02:30:00.000;6 311,5;Точка продаж 28
01.05.2022;2022-05-01 03:00:00.000;1 169,5;Точка продаж 28
01.05.2022;2022-05-01 03:30:00.000;225;Точка продаж 28
01.05.2022;2022-05-01 04:30:00.000;2 845;Точка продаж 28
01.05.2022;2022-05-01 05:00:00.000;815;Точка продаж 28
01.05.2022;2022-05-01 05:30:00.000;5 939,5;Точка продаж 28
01.05.2022;2022-05-01 06:00:00.000;3 615;Точка продаж 28
01.05.2022;2022-05-01 06:30:00.000;4 231,5;Точка продаж 28
01.05.2022;2022-05-01 07:00:00.000;5 689,5;Точка продаж 28
01.05.2022;2022-05-01 07:30:00.000;6 569;Точка продаж 28
01.05.2022;2022-05-01 08:00:00.000;7 829,5;Точка продаж 28
01.05.2022;2022-05-01 08:30:00.000;4 910;Точка продаж 28
01.05.2022;2022-05-01 09:00:00.000;3 792,5;Точка продаж 28
01.05.2022;2022-05-01 09:30:00.000;8 223,5;Точка продаж 28
01.05.2022;2022-05-01 10:00:00.000;6 119;Точка продаж 28
01.05.2022;2022-05-01 10:30:00.000;8 038;Точка продаж 28
01.05.2022;2022-05-01 11:00:00.000;14 498;Точка продаж 28
01.05.2022;2022-05-01 11:30:00.000;3 087;Точка продаж 28
01.05.2022;2022-05-01 12:00:00.000;5 165;Точка продаж 28
01.05.2022;2022-05-01 12:30:00.000;10 431,5;Точка продаж 28
01.05.2022;2022-05-01 13:00:00.000;9 533,5;Точка продаж 28
01.05.2022;2022-05-01 13:30:00.000;14 447,5;Точка продаж 28
01.05.2022;2022-05-01 14:00:00.000;24 559,5;Точка продаж 28
01.05.2022;2022-05-01 14:30:00.000;9 883,5;Точка продаж 28
01.05.2022;2022-05-01 15:00:00.000;13 775;Точка продаж 28
01.05.2022;2022-05-01 15:30:00.000;13 301;Точка продаж 28
01.05.2022;2022-05-01 16:00:00.000;7 229,5;Точка продаж 28
01.05.2022;2022-05-01 16:30:00.000;14 407,5;Точка продаж 28
01.05.2022;2022-05-01 17:00:00.000;11 311,5;Точка продаж 28
01.05.2022;2022-05-01 17:30:00.000;8 580;Точка продаж 28
01.05.2022;2022-05-01 18:00:00.000;5 274,5;Точка продаж 28
01.05.2022;2022-05-01 18:30:00.000;7 177,5;Точка продаж 28
01.05.2022;2022-05-01 19:00:00.000;8 735;Точка продаж 28
01.05.2022;2022-05-01 19:30:00.000;4 055;Точка продаж 28
01.05.2022;2022-05-01 20:00:00.000;8 088,5;Точка продаж 28
01.05.2022;2022-05-01 20:30:00.000;8 112;Точка продаж 28
01.05.2022;2022-05-01 21:00:00.000;2 949;Точка продаж 28
01.05.2022;2022-05-01 21:30:00.000;3 001;Точка продаж 28
01.05.2022;2022-05-01 22:00:00.000;5 217;Точка продаж 28
01.05.2022;2022-05-01 22:30:00.000;6 589,5;Точка продаж 28
01.05.2022;2022-05-01 23:00:00.000;7 402;Точка продаж 28
01.05.2022;2022-05-01 23:30:00.000;2 675;Точка продаж 28
01.05.2022;2022-05-01 09:00:00.000;472,5;Точка продаж 29
01.05.2022;2022-05-01 09:30:00.000;367,5;Точка продаж 29
01.05.2022;2022-05-01 10:30:00.000;315;Точка продаж 29
01.05.2022;2022-05-01 11:00:00.000;6 330;Точка продаж 29
01.05.2022;2022-05-01 11:30:00.000;4 061;Точка продаж 29
01.05.2022;2022-05-01 12:00:00.000;83;Точка продаж 29
01.05.2022;2022-05-01 12:30:00.000;1 431;Точка продаж 29
01.05.2022;2022-05-01 13:00:00.000;2 533;Точка продаж 29
01.05.2022;2022-05-01 13:30:00.000;3 901;Точка продаж 29
01.05.2022;2022-05-01 14:00:00.000;2 966,5;Точка продаж 29
01.05.2022;2022-05-01 14:30:00.000;17 977,5;Точка продаж 29
01.05.2022;2022-05-01 15:00:00.000;5 785,5;Точка продаж 29
01.05.2022;2022-05-01 15:30:00.000;3 570;Точка продаж 29
